gene	build	file	total_hits	query_id	subject_id	pct_identity	alignment_length	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue
LIG1	hg17	LIG1_vs_hg17.txt	8453182	LIG1_DNA	chr19	100.000	56858	0	0	1	56858	53366372	53309515	0.0
LIG1	hg18	LIG1_vs_hg18.txt	8515631	LIG1_DNA	chr19	100.000	56858	0	0	1	56858	53366372	53309515	0.0
M16973_C8B	hg16	M16973_C8B_vs_hg16.txt	12	M16973.1	chr1	99.712	347	1	0	1649	1995	56765149	56764803	1.65e-179
M16973_C8B	hg17	M16973_C8B_vs_hg17.txt	12	M16973.1	chr1	99.712	347	1	0	1649	1995	57107252	57106906	1.65e-179
M16973_C8B	hg18	M16973_C8B_vs_hg18.txt	12	M16973.1	chr1	99.712	347	1	0	1649	1995	57167819	57167473	1.66e-179
M28170_CD19	hg16	M28170_CD19_vs_hg16.txt	6270	M28170.1	chr16	99.644	281	0	1	572	852	28982188	28982467	3.06e-142
M28170_CD19	hg17	M28170_CD19_vs_hg17.txt	6274	M28170.1	chr16	99.644	281	0	1	572	852	28852052	28852331	3.05e-142
M28170_CD19	hg18	M28170_CD19_vs_hg18.txt	6314	M28170.1	chr16	99.644	281	0	1	572	852	28852052	28852331	3.07e-142
M80461_CD79B	hg16	M80461_CD79B_vs_hg16.txt	6	M80461.1	chr17	99.150	588	4	1	606	1193	62480057	62479471	0.0
M80461_CD79B	hg17	M80461_CD79B_vs_hg17.txt	6	M80461.1	chr17	99.150	588	4	1	606	1193	59360418	59359832	0.0
M80461_CD79B	hg18	M80461_CD79B_vs_hg18.txt	6	M80461.1	chr17	99.150	588	4	1	606	1193	59360418	59359832	0.0
M84748_TAP2	hg16	M84748_TAP2_vs_hg16.txt	12	M84748.1	chr6	100.000	514	0	0	1961	2474	32843771	32843258	0.0
M84748_TAP2	hg17	M84748_TAP2_vs_hg17.txt	12	M84748.1	chr6	100.000	514	0	0	1961	2474	32904789	32904276	0.0
M84748_TAP2	hg18	M84748_TAP2_vs_hg18.txt	36	M84748.1	chr6_qbl_hap2	100.000	514	0	0	1961	2474	3982864	3982351	0.0
MYO5A	hg16	MYO5A_vs_hg16.txt	15289348	MYO5A_DNA	chr15	100.000	217938	0	0	1	217938	50538303	50320366	0.0
MYO5A	hg17	MYO5A_vs_hg17.txt	15305670	MYO5A_DNA	chr15	100.000	217938	0	0	1	217938	50609539	50391602	0.0
MYO5A	hg18	MYO5A_vs_hg18.txt	15418504	MYO5A_DNA	chr15	100.000	217938	0	0	1	217938	50609539	50391602	0.0
PTPRC	hg16	PTPRC_vs_hg16.txt	1744157	PTPRC_DNA	chr1	100.000	120106	0	0	1	120106	195895482	196015587	0.0
PTPRC	hg17	PTPRC_vs_hg17.txt	1746110	PTPRC_DNA	chr1	100.000	120106	0	0	1	120106	195338882	195458987	0.0
PTPRC	hg18	PTPRC_vs_hg18.txt	1758784	PTPRC_DNA	chr1	100.000	120106	0	0	1	120106	196873848	196993953	0.0
RFX5	hg16	RFX5_vs_hg16.txt	10703681	RFX5_DNA	chr1	100.000	64676	0	0	1	64676	148565669	148500994	0.0
RFX5	hg17	RFX5_vs_hg17.txt	10714552	RFX5_DNA	chr1	100.000	64676	0	0	1	64676	148162160	148097485	0.0
RFX5	hg18	RFX5_vs_hg18.txt	10792345	RFX5_DNA	chr1	100.000	64676	0	0	1	64676	149615711	149551036	0.0
STAT5B	hg16	STAT5B_vs_hg16.txt	11362936	STAT5B_DNA	chr17	100.000	76998	0	0	1	76998	40802646	40725649	0.0
STAT5B	hg17	STAT5B_vs_hg17.txt	11375110	STAT5B_DNA	chr17	100.000	76998	0	0	1	76998	37683007	37606010	0.0
STAT5B	hg18	STAT5B_vs_hg18.txt	11458506	STAT5B_DNA	chr17	100.000	76998	0	0	1	76998	37683007	37606010	0.0
U05875_IFNGR2	hg16	U05875_IFNGR2_vs_hg16.txt	11945	U05875.1	chr21	99.584	721	3	0	1	721	33695598	33696318	0.0
U05875_IFNGR2	hg17	U05875_IFNGR2_vs_hg17.txt	11975	U05875.1	chr21	99.584	721	3	0	1	721	33697072	33697792	0.0
U05875_IFNGR2	hg18	U05875_IFNGR2_vs_hg18.txt	12081	U05875.1	chr21	99.584	721	3	0	1	721	33697072	33697792	0.0
U05877_IFNGR2	hg16	U05877_IFNGR2_vs_hg16.txt	7	U05877.1	chr21	99.853	678	1	0	991	1668	33729529	33730206	0.0
U05877_IFNGR2	hg17	U05877_IFNGR2_vs_hg17.txt	7	U05877.1	chr21	99.853	678	1	0	991	1668	33731003	33731680	0.0
U05877_IFNGR2	hg18	U05877_IFNGR2_vs_hg18.txt	7	U05877.1	chr21	99.853	678	1	0	991	1668	33731003	33731680	0.0
U32974_BIRC4	hg16	U32974_BIRC4_vs_hg16.txt	11	U32974.1	chrX	100.000	912	0	0	49	960	121717235	121718146	0.0
U32974_BIRC4	hg17	U32974_BIRC4_vs_hg17.txt	11	U32974.1	chrX	100.000	912	0	0	49	960	122745015	122745926	0.0
U32974_BIRC4	hg18	U32974_BIRC4_vs_hg18.txt	11	U32974.1	chrX	100.000	912	0	0	49	960	122847161	122848072	0.0
U45880_BIRC4	hg16	U45880_BIRC4_vs_hg16.txt	13	U45880.1	chr2	89.633	1582	127	19	809	2382	113706130	113707682	0.0
U45880_BIRC4	hg17	U45880_BIRC4_vs_hg17.txt	13	U45880.1	chr2	89.633	1582	127	19	809	2382	113327215	113328767	0.0
U45880_BIRC4	hg18	U45880_BIRC4_vs_hg18.txt	13	U45880.1	chr2	89.633	1582	127	19	809	2382	113327455	113329007	0.0
U47686_STAT5B	hg16	U47686_STAT5B_vs_hg16.txt	28	U47686.1	chr17	99.248	399	3	0	2384	2782	40727047	40726649	0.0
U47686_STAT5B	hg17	U47686_STAT5B_vs_hg17.txt	28	U47686.1	chr17	99.248	399	3	0	2384	2782	37607408	37607010	0.0
U47686_STAT5B	hg18	U47686_STAT5B_vs_hg18.txt	28	U47686.1	chr17	99.248	399	3	0	2384	2782	37607408	37607010	0.0
U48730_STAT5B	hg16	U48730_STAT5B_vs_hg16.txt	27	U48730.2	chr17	99.359	468	1	2	2249	2716	40727047	40726582	0.0
U48730_STAT5B	hg17	U48730_STAT5B_vs_hg17.txt	27	U48730.2	chr17	99.359	468	1	2	2249	2716	37607408	37606943	0.0
U48730_STAT5B	hg18	U48730_STAT5B_vs_hg18.txt	27	U48730.2	chr17	99.359	468	1	2	2249	2716	37607408	37606943	0.0
U52426_STIM1	hg16	U52426_STIM1_vs_hg16.txt	12	U52426.1	chr11	99.431	1932	6	5	2105	4033	4076819	4078748	0.0
U52426_STIM1	hg17	U52426_STIM1_vs_hg17.txt	12	U52426.1	chr11	99.431	1932	6	5	2105	4033	4069086	4071015	0.0
U52426_STIM1	hg18	U52426_STIM1_vs_hg18.txt	12	U52426.1	chr11	99.431	1932	6	5	2105	4033	4069086	4071015	0.0
U63139_RAD50	hg16	U63139_RAD50_vs_hg16.txt	25	U63139.1	chr5	99.885	1737	0	2	4136	5870	132054079	132055815	0.0
U63139_RAD50	hg17	U63139_RAD50_vs_hg17.txt	25	U63139.1	chr5	99.885	1737	0	2	4136	5870	132005762	132007498	0.0
U63139_RAD50	hg18	U63139_RAD50_vs_hg18.txt	25	U63139.1	chr5	99.885	1737	0	2	4136	5870	132005762	132007498	0.0
U63533_STXBP2	hg16	U63533_STXBP2_vs_hg16.txt	19	U63533.1	chr19	99.383	162	1	0	1560	1721	7618237	7618398	1.04e-76
U63533_STXBP2	hg17	U63533_STXBP2_vs_hg17.txt	19	U63533.1	chr19	99.383	162	1	0	1560	1721	7618237	7618398	1.04e-76
U63533_STXBP2	hg18	U63533_STXBP2_vs_hg18.txt	19	U63533.1	chr19	99.383	162	1	0	1560	1721	7618237	7618398	1.04e-76
U90942_MYO5A	hg16	U90942_MYO5A_vs_hg16.txt	40	U90942.1	chr15	99.865	739	1	0	5663	6401	50322104	50321366	0.0
U90942_MYO5A	hg17	U90942_MYO5A_vs_hg17.txt	40	U90942.1	chr15	99.865	739	1	0	5663	6401	50393340	50392602	0.0
U90942_MYO5A	hg18	U90942_MYO5A_vs_hg18.txt	40	U90942.1	chr15	99.865	739	1	0	5663	6401	50393340	50392602	0.0
X01057_IL2RA	hg16	X01057_IL2RA_vs_hg16.txt	52760	X01057.1	chr10	99.926	1358	0	1	972	2328	6058869	6057512	0.0
X01057_IL2RA	hg17	X01057_IL2RA_vs_hg17.txt	52818	X01057.1	chr10	99.926	1358	0	1	972	2328	6094869	6093512	0.0
X01057_IL2RA	hg18	X01057_IL2RA_vs_hg18.txt	53154	X01057.1	chr10	99.926	1358	0	1	972	2328	6094869	6093512	0.0
X02751_NRAS	hg16	X02751_NRAS_vs_hg16.txt	8	X02751.1	chr1	98.553	1106	1	6	1333	2436	114549404	114548312	0.0
X02751_NRAS	hg17	X02751_NRAS_vs_hg17.txt	8	X02751.1	chr1	98.553	1106	1	6	1333	2436	114962719	114961627	0.0
X02751_NRAS	hg18	X02751_NRAS_vs_hg18.txt	8	X02751.1	chr1	98.553	1106	1	6	1333	2436	115052200	115051108	0.0
X03884_CD3E	hg16	X03884_CD3E_vs_hg16.txt	5	X03884.1	chr11	99.277	692	1	4	620	1311	117723851	117724538	0.0
X03884_CD3E	hg17	X03884_CD3E_vs_hg17.txt	5	X03884.1	chr11	99.277	692	1	4	620	1311	117691409	117692096	0.0
X03884_CD3E	hg18	X03884_CD3E_vs_hg18.txt	5	X03884.1	chr11	99.277	692	1	4	620	1311	117691409	117692096	0.0
X04145_CD3G	hg16	X04145_CD3G_vs_hg16.txt	6	X04145.1	chr11	100.000	230	0	0	115	344	117758108	117758337	1.57e-116
X04145_CD3G	hg17	X04145_CD3G_vs_hg17.txt	6	X04145.1	chr11	100.000	230	0	0	115	344	117725666	117725895	1.57e-116
X04145_CD3G	hg18	X04145_CD3G_vs_hg18.txt	6	X04145.1	chr11	100.000	230	0	0	115	344	117725666	117725895	1.58e-116
X14355_FCGR1A	hg16	X14355_FCGR1A_vs_hg16.txt	8	X14355.1	chr1	100.000	288	0	0	613	900	146978190	146978477	1.42e-148
X14355_FCGR1A	hg17	X14355_FCGR1A_vs_hg17.txt	24	X14355.1	chr1	100.000	288	0	0	613	900	146574681	146574968	1.42e-148
X14355_FCGR1A	hg18	X14355_FCGR1A_vs_hg18.txt	24	X14355.1	chr1	100.000	288	0	0	613	900	148028232	148028519	1.42e-148
X14356_FCGR1A	hg16	X14356_FCGR1A_vs_hg16.txt	5	X14356.1	chr1	99.770	434	1	0	880	1313	146979374	146979807	0.0
X14356_FCGR1A	hg17	X14356_FCGR1A_vs_hg17.txt	15	X14356.1	chr1	99.770	434	1	0	880	1313	146575865	146576298	0.0
X14356_FCGR1A	hg18	X14356_FCGR1A_vs_hg18.txt	15	X14356.1	chr1	99.770	434	1	0	880	1313	148029416	148029849	0.0
X54637_TYK2	hg16	X54637_TYK2_vs_hg16.txt	25	X54637.1	chr19	100.000	442	0	0	3734	4175	10322646	10322205	0.0
X54637_TYK2	hg17	X54637_TYK2_vs_hg17.txt	25	X54637.1	chr19	100.000	442	0	0	3734	4175	10322646	10322205	0.0
X54637_TYK2	hg18	X54637_TYK2_vs_hg18.txt	25	X54637.1	chr19	100.000	442	0	0	3734	4175	10322646	10322205	0.0
X92762_TAZ	hg16	X92762_TAZ_vs_hg16.txt	11	X92762.1	chrX	100.000	818	0	0	1066	1883	152117153	152117970	0.0
X92762_TAZ	hg17	X92762_TAZ_vs_hg17.txt	11	X92762.1	chrX	99.878	818	1	0	1066	1883	153170089	153170906	0.0
X92762_TAZ	hg18	X92762_TAZ_vs_hg18.txt	11	X92762.1	chrX	99.878	818	1	0	1066	1883	153302436	153303253	0.0
Y00638_PTPRC	hg16	Y00638_PTPRC_vs_hg16.txt	28	Y00638.1	chr1	99.831	590	1	0	3726	4315	196013292	196013881	0.0
Y00638_PTPRC	hg17	Y00638_PTPRC_vs_hg17.txt	28	Y00638.1	chr1	99.831	590	1	0	3726	4315	195456692	195457281	0.0
Y00638_PTPRC	hg18	Y00638_PTPRC_vs_hg18.txt	28	Y00638.1	chr1	99.831	590	1	0	3726	4315	196991658	196992247	0.0
Y07759_MYO5A	hg16	Y07759_MYO5A_vs_hg16.txt	40	Y07759.1	chr15	99.865	739	1	0	5663	6401	50322104	50321366	0.0
Y07759_MYO5A	hg17	Y07759_MYO5A_vs_hg17.txt	40	Y07759.1	chr15	99.865	739	1	0	5663	6401	50393340	50392602	0.0
Y07759_MYO5A	hg18	Y07759_MYO5A_vs_hg18.txt	40	Y07759.1	chr15	99.865	739	1	0	5663	6401	50393340	50392602	0.0
